TEAM_ID,TEAM_NAME,SEASON,POSS,PASSES_MADE,POTENTIAL_AST,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,pct_PTS_DRIVE,pct_PTS_CS,pct_PTS_PU,pct_PTS_POST
1610612765,Detroit Pistons,2017,7890,22837,3528,3.11,2.4,0.19232157901071129,0.2361294981345529,0.2336021181851005,0.07136839571548922
1610612744,Golden State Warriors,2017,8279,26052,4616,2.64,1.85,0.12353993475744501,0.3026412711775229,0.16942018310007367,0.04146059139219194
1610612745,Houston Rockets,2017,8289,21926,4154,3.03,2.19,0.1760414463945866,0.28092620004229224,0.1504546415732713,0.01744554874180588
1610612754,Indiana Pacers,2017,7989,23198,3840,3.11,2.37,0.17223136609452153,0.2805078767928521,0.16588290618387022,0.06759934164119445
1610612746,LA Clippers,2017,7968,24740,3545,3.04,2.32,0.1668724048928291,0.2478958590506116,0.2296038603972618,0.05689597127146224
1610612747,Los Angeles Lakers,2017,8143,23646,3499,3.01,2.09,0.198600583090379,0.2151603498542274,0.1974344023323615,0.04583090379008747
1610612763,Memphis Grizzlies,2017,7702,24868,3801,3.13,2.31,0.16082048792329165,0.2897196261682243,0.1485617186551766,0.11117854108508314
1610612748,Miami Heat,2017,7875,23237,3765,3.21,2.61,0.20390070921985815,0.2887706855791962,0.14739952718676122,0.04302600472813239
1610612749,Milwaukee Bucks,2017,7828,23694,3895,3.02,2.25,0.19312698599505707,0.27021301635871486,0.11109803460044722,0.06437566199835236
1610612750,Minnesota Timberwolves,2017,7870,23399,3719,3.19,2.29,0.17038234954372183,0.23460783181240616,0.16148781333025297,0.10765854222016864
1610612740,New Orleans Pelicans,2017,8173,24467,3791,2.86,2.16,0.2007947639083684,0.2649602618045816,0.17239364188873305,0.06229546517064049
1610612752,New York Knicks,2017,7990,26782,3871,2.78,1.9,0.1590696587190276,0.2808555399719495,0.20535296867695185,0.06872370266479663
1610612760,Oklahoma City Thunder,2017,8099,20938,3746,3.19,2.36,0.1591351103992678,0.22445944399954237,0.15741905960416427,0.08660336345955841
1610612753,Orlando Magic,2017,7989,24264,4046,2.96,2.22,0.18110521235521235,0.287765444015444,0.15902509652509653,0.06262065637065638
1610612755,Philadelphia 76ers,2017,8179,28897,4049,2.64,2,0.20214285714285715,0.28964285714285715,0.12976190476190477,0.06369047619047619
1610612756,Phoenix Suns,2017,8320,23817,3469,2.84,2.16,0.20510737086477074,0.20092861288450378,0.20011607661056297,0.041091120139291934
1610612757,Portland Trail Blazers,2017,8088,22748,3620,3.3,2.56,0.20540051971528642,0.25296576658004744,0.21432606485142922,0.034685346288554963
1610612758,Sacramento Kings,2017,7911,26040,3790,2.95,2.06,0.1744958481613286,0.265717674970344,0.164650059311981,0.07888493475682087
1610612759,San Antonio Spurs,2017,7832,25619,3662,2.92,2.27,0.16033755274261605,0.29735114861697143,0.1810829817158931,0.08204406938584154
1610612761,Toronto Raptors,2017,7867,22146,3179,3.26,2.61,0.2477446217904233,0.23987971316215592,0.20009252833680313,0.04302567661346287
1610612762,Utah Jazz,2017,7579,25821,3494,3.03,2.19,0.21639622184548316,0.2512714943085493,0.1886655364495035,0.034390893678856865
1610612764,Washington Wizards,2017,8109,21760,3803,3.21,2.49,0.18518932201496704,0.26393387691276665,0.18731151569306378,0.04881045459622473
1610612737,Atlanta Hawks,2018,8114,26626,3740,2.79,1.95,0.22289875835721107,0.29465138490926457,0.16977077363896848,0.009192932187201528
1610612738,Boston Celtics,2018,7987,24016,3376,3.01,2.2,0.19929345839931784,0.2919965891095139,0.1968571080521379,0.06273602143988305
1610612751,Brooklyn Nets,2018,8238,26206,3813,2.86,2.02,0.22333956969130028,0.2984097287184284,0.15025724976613658,0.031220767072029934
1610612766,Charlotte Hornets,2018,8143,23081,3448,3.11,2.35,0.20160018030200585,0.2304485012395763,0.21286905566824432,0.06659905341446924
1610612741,Chicago Bulls,2018,8160,24789,3771,2.81,2.1,0.18305687203791468,0.2830568720379147,0.19265402843601895,0.05402843601895735
1610612739,Cleveland Cavaliers,2018,8114,22409,3612,3.13,2.23,0.1810581894181058,0.2729072709272907,0.17137828621713783,0.05367946320536795
1610612742,Dallas Mavericks,2018,7959,24926,3545,3.11,2.4,0.19558998808104885,0.3070321811680572,0.20107270560190704,0.05101311084624553
1610612743,Denver Nuggets,2018,8095,24943,3621,2.94,2.09,0.2073170731707317,0.2682926829268293,0.14944567627494457,0.06008869179600887
1610612765,Detroit Pistons,2018,7981,24519,3645,2.98,2.23,0.2017863438711952,0.280879069220825,0.1835703372899283,0.03937007874015748
1610612744,Golden State Warriors,2018,8251,26465,4170,2.63,1.81,0.1173688736027515,0.28493121238177127,0.21324161650902837,0.051590713671539126
1610612745,Houston Rockets,2018,8078,20850,3579,3.34,2.56,0.2090524259198958,0.26256376858786495,0.2167589276023011,0.024639096928253553
1610612754,Indiana Pacers,2018,7977,24437,3534,3,2.32,0.19339186691312385,0.25658502772643255,0.20194085027726433,0.05314232902033272
1610612746,LA Clippers,2018,8167,24262,3225,2.92,2.11,0.2214389616202305,0.18910148819514377,0.178471522882399,0.04408638245496251
1610612747,Los Angeles Lakers,2018,8361,23130,3735,2.94,2.06,0.1912660798916723,0.24531708417964343,0.1358609794628752,0.05709772060482961
1610612763,Memphis Grizzlies,2018,7865,26427,3519,2.93,2.05,0.21387354205033762,0.2732965009208103,0.1561694290976059,0.053284223449969303
1610612748,Miami Heat,2018,7985,24678,3845,3.09,2.29,0.2193579186060389,0.3048096431555078,0.13939610932092136,0.03663921709034491
1610612749,Milwaukee Bucks,2018,8013,23049,3470,2.99,2.22,0.20516084239759316,0.2333950474427216,0.182596621152511,0.034135616755380696
1610612750,Minnesota Timberwolves,2018,7985,23506,3381,3.22,2.4,0.21726057906458798,0.2173719376391982,0.18285077951002227,0.08396436525612472
1610612740,New Orleans Pelicans,2018,8443,25083,3866,2.77,1.97,0.20532692937452243,0.24527889968344066,0.16373758323327148,0.061565331295710075
1610612752,New York Knicks,2018,8059,25927,3660,2.87,1.99,0.16889414547604967,0.257244234180958,0.18486102897693674,0.08480189237137788
1610612760,Oklahoma City Thunder,2018,8036,20318,3449,3.22,2.48,0.17647058823529413,0.2677684040217266,0.19126314572980468,0.04934704726684387
1610612753,Orlando Magic,2018,8096,23972,3799,3.02,2.33,0.2122891850454063,0.2856468923222078,0.14659747611746668,0.03903762236112749
1610612755,Philadelphia 76ers,2018,8299,27855,4248,2.59,1.7,0.1577350859453994,0.3046848668688911,0.13762498595663408,0.08100213459161892
1610612756,Phoenix Suns,2018,8293,23967,3637,2.96,2.26,0.20664163341938513,0.2329265430650082,0.17331612297582727,0.03461628725651256
1610612757,Portland Trail Blazers,2018,7992,22221,3286,3.4,2.6,0.19224108070661586,0.2294192356540815,0.23276757880152407,0.04341300080822076
1610612758,Sacramento Kings,2018,7860,25899,3466,2.94,2.08,0.17620927936821323,0.2593780848963475,0.2047137216189536,0.0755182625863771
1610612759,San Antonio Spurs,2018,7867,25746,3501,2.97,2.26,0.19598765432098766,0.25344254510921177,0.18886514719848052,0.10493827160493827
1610612761,Toronto Raptors,2018,8104,24601,3793,2.99,2.23,0.22335080821319353,0.2761031017911752,0.1505024027959808,0.03156400174748799
1610612762,Utah Jazz,2018,7951,26143,3542,2.94,2.22,0.22377049180327868,0.25245901639344265,0.18711943793911007,0.01088992974238876
1610612764,Washington Wizards,2018,8087,24027,3890,3.07,2.3,0.18016472203157172,0.2876916037520018,0.17890642873484328,0.04415465568519789
1610612737,Atlanta Hawks,2019,8642,24599,3968,2.88,2.21,0.2267054013341941,0.2659780503550678,0.15203357004519044,0.02560791908758339
1610612738,Boston Celtics,2019,8282,24308,3902,2.87,2.11,0.19596354166666666,0.3025173611111111,0.19661458333333334,0.053276909722222224
1610612751,Brooklyn Nets,2019,8452,25340,3702,2.94,2.22,0.2748804867448935,0.24358974358974358,0.18361581920903955,0.007822685788787484
1610612766,Charlotte Hornets,2019,8202,23783,3471,3.09,2.49,0.2683625151415042,0.24138310758727013,0.2091179385530228,0.018059685056711815
1610612741,Chicago Bulls,2019,8232,23035,3157,3.14,2.42,0.2768381489311722,0.22163495419309373,0.17594550152689686,0.05743481324876674
1610612739,Cleveland Cavaliers,2019,8021,23310,3178,3.28,2.5,0.24325901715886541,0.21851289833080426,0.2174623555503677,0.034084276876386134
1610612742,Dallas Mavericks,2019,8216,25719,3627,2.95,2.18,0.22874425898958217,0.25932564131287106,0.1865128262574213,0.04805645793659684
1610612743,Denver Nuggets,2019,8096,25619,3871,2.91,2.09,0.1996694214876033,0.2675482093663912,0.16584022038567492,0.07129476584022039
1610612765,Detroit Pistons,2019,8101,25180,3588,3.07,2.34,0.19434951013898383,0.2578035999088631,0.17714741398951925,0.05878332194121668
1610612744,Golden State Warriors,2019,8390,26253,4310,2.62,1.83,0.13357512953367875,0.29523316062176164,0.2262176165803109,0.055129533678756476
1610612745,Houston Rockets,2019,8130,20175,3377,3.48,2.75,0.22545765977946686,0.24504870998822395,0.2329515041216144,0.02023337972379831
1610612754,Indiana Pacers,2019,8097,25199,3686,2.93,2.26,0.17963192954725077,0.2614880885175567,0.16427684317488991,0.0630010161454217
1610612746,LA Clippers,2019,8475,24868,3353,2.95,2.15,0.23342512179622962,0.22188095742427452,0.18407117136199957,0.057403092565134504
1610612747,Los Angeles Lakers,2019,8534,22775,3868,3.01,2.16,0.2049099836333879,0.22695035460992907,0.16159301691216585,0.03873431533006001
1610612763,Memphis Grizzlies,2019,8038,27047,3696,2.93,2.07,0.20482921083627798,0.25535924617196704,0.15971731448763252,0.0723203769140165
1610612748,Miami Heat,2019,8122,24703,3806,3.02,2.24,0.2130826026765113,0.2766497461928934,0.15228426395939088,0.03322565759113982
1610612749,Milwaukee Bucks,2019,8533,23330,3835,2.97,2.19,0.2518067313648565,0.26646706586826346,0.15372702870121827,0.038922155688622756
1610612750,Minnesota Timberwolves,2019,8341,23815,3637,3.07,2.24,0.20709096823159492,0.2573999783150819,0.1555892876504391,0.09443781849723518
1610612740,New Orleans Pelicans,2019,8553,25392,3919,2.76,2.01,0.22269173885484894,0.22797380097189943,0.14663004436932178,0.06803296006761039
1610612752,New York Knicks,2019,8244,23766,3186,3.05,2.27,0.2359882005899705,0.23032448377581122,0.2151032448377581,0.040825958702064895
1610612760,Oklahoma City Thunder,2019,8549,19635,3648,3.13,2.38,0.2099244875943905,0.2516720604099245,0.17227615965480042,0.05415318230852211
1610612753,Orlando Magic,2019,8133,22687,3926,3.16,2.51,0.1811316370396189,0.2975485070291623,0.17671662600209131,0.06134541652143604
1610612755,Philadelphia 76ers,2019,8467,25661,4029,2.81,1.92,0.18638799571275455,0.2579849946409432,0.1612004287245445,0.0797427652733119
1610612756,Phoenix Suns,2019,8371,25113,3662,2.98,2.22,0.22507090187180942,0.22824730572887125,0.18786159954622803,0.046511627906976744
1610612757,Portland Trail Blazers,2019,8269,23102,3451,3.28,2.48,0.19612848330142524,0.20314826632631355,0.2339927674962774,0.05913635396724101
1610612758,Sacramento Kings,2019,8545,23948,3660,2.86,2.08,0.1861582826017302,0.2393463633450817,0.19737263697532842,0.061198333867350206
1610612759,San Antonio Spurs,2019,8162,23024,3338,3.17,2.43,0.20969855832241152,0.2550240279598078,0.23481869812145043,0.10190039318479685
1610612761,Toronto Raptors,2019,8334,24488,3781,2.95,2.22,0.21824381926683717,0.3031756180733163,0.14876385336743392,0.05552003410059676
1610612762,Utah Jazz,2019,8308,25168,3966,2.88,2.19,0.23633156966490299,0.25738536155202824,0.15288800705467373,0.009479717813051146
1610612764,Washington Wizards,2019,8486,23739,3895,2.94,2.25,0.22629473456589902,0.26143366850470323,0.15947670018380367,0.03221969942696508
1610612737,Atlanta Hawks,2020,6999,18172,3062,3.19,2.48,0.234375,0.23197115384615385,0.1860309829059829,0.02377136752136752
1610612738,Boston Celtics,2020,7255,20378,2906,3.08,2.3,0.23707686667481365,0.2110472931687645,0.240131980936087,0.031773188317243066
1610612751,Brooklyn Nets,2020,7404,19945,3266,3.12,2.36,0.2632952286282306,0.24913021868787277,0.17706262425447317,0.004970178926441352
1610612766,Charlotte Hornets,2020,6317,19688,2862,3,2.24,0.21628189550425272,0.2483292831105711,0.17405832320777642,0.044349939246658567
1610612741,Chicago Bulls,2020,6563,18534,2968,3.03,2.34,0.24161267098632108,0.265658747300216,0.15334773218142547,0.022174226061915048
1610612739,Cleveland Cavaliers,2020,6497,18800,2832,3.18,2.37,0.22682786413356362,0.2528785261945884,0.17573402417962003,0.052964881980426023
1610612742,Dallas Mavericks,2020,7569,21139,3378,3.13,2.42,0.24064735545912982,0.296118212736015,0.18787381259528557,0.028732262225870765
1610612743,Denver Nuggets,2020,7217,22299,3318,3.02,2.14,0.1809453471196455,0.2605859182668636,0.18402264894140818,0.0653618906942393
1610612765,Detroit Pistons,2020,6507,18725,2966,3.19,2.4,0.2290799483278312,0.2784555762882159,0.135495909286637,0.048657958949332565
1610612744,Golden State Warriors,2020,6623,21666,3079,2.71,1.94,0.21571180555555555,0.24840856481481483,0.2026909722222222,0.04398148148148148
1610612745,Houston Rockets,2020,7539,17564,3162,3.22,2.59,0.25112001886347557,0.25076632869606225,0.1958264560245225,0.008606460740391416
1610612754,Indiana Pacers,2020,7299,21578,3417,3.04,2.41,0.2264363499812242,0.25222180498185004,0.2010264113155589,0.03930404305920641
1610612746,LA Clippers,2020,7396,19514,3068,3.13,2.31,0.21773904739166766,0.25355139071266564,0.19732601169869882,0.054315387370180254
1610612747,Los Angeles Lakers,2020,7211,20157,3296,2.98,2.11,0.1825180034765334,0.24658554755401044,0.15532654581574373,0.05922522969952818
1610612763,Memphis Grizzlies,2020,7562,22293,3493,2.87,2.02,0.23899294575529068,0.25322306008270495,0.16334225249331064,0.04597421551933836
1610612748,Miami Heat,2020,7306,21053,3586,3.16,2.26,0.20346964064436182,0.2970260223048327,0.1657992565055762,0.027633209417596033
1610612749,Milwaukee Bucks,2020,7739,20175,3492,2.95,2.11,0.19000819000819,0.26886626886626885,0.19094419094419093,0.058734058734058736
1610612750,Minnesota Timberwolves,2020,6736,19593,3055,2.88,2.12,0.26200331125827814,0.2693156732891832,0.1467991169977925,0.03297461368653422
1610612740,New Orleans Pelicans,2020,7548,22555,3547,2.67,1.9,0.2071063519104405,0.2819420783645656,0.16609880749574105,0.026892187880262836
1610612752,New York Knicks,2020,6594,19627,2832,3,2.22,0.21437777459544607,0.2413003007303451,0.17499641987684375,0.0634397823285121
1610612760,Oklahoma City Thunder,2020,7218,20648,2798,3.14,2.3,0.27446540880503145,0.2361006289308176,0.22364779874213836,0.03534591194968553
1610612753,Orlando Magic,2020,7255,19817,3494,3.26,2.58,0.2021453198825182,0.2749329587536713,0.1850338398671945,0.04801430213255012
1610612755,Philadelphia 76ers,2020,7304,21877,3448,3.07,2.19,0.19619000494804553,0.3019544779811974,0.1475754576942108,0.09661058881741712
1610612756,Phoenix Suns,2020,7449,21051,3777,3.02,2.25,0.19584097859327218,0.2801223241590214,0.16318042813455658,0.0436697247706422
1610612757,Portland Trail Blazers,2020,7519,17767,2795,3.54,2.68,0.21577505063743596,0.226498272369832,0.2691528654831407,0.05170975813177648
1610612758,Sacramento Kings,2020,7239,20143,3189,3.15,2.42,0.21602252367545433,0.27796263117481446,0.19362682364985923,0.03890453033017661
1610612759,San Antonio Spurs,2020,7249,19610,3032,3.14,2.38,0.2537294722326689,0.26676695499561237,0.22928419205214992,0.055409301742509715
1610612761,Toronto Raptors,2020,7328,20754,3361,2.97,2.21,0.184,0.292625,0.14025,0.034
1610612762,Utah Jazz,2020,7169,21333,2923,3.08,2.31,0.2736802695619618,0.244852115312617,0.2120304505179084,0.012604517658804442
1610612764,Washington Wizards,2020,7475,22161,3375,2.83,2.19,0.22456907016266084,0.2595290118960913,0.19325078902646273,0.015052197135226996
1610612737,Atlanta Hawks,2021,7160,19737,3278,3.24,2.4,0.21048130955289518,0.26154409968238457,0.19069142438309308,0.041412167114585875
1610612738,Boston Celtics,2021,7172,20496,2981,3.07,2.32,0.22431865828092243,0.250955728203231,0.2251818966580343,0.0309532618078678
1610612751,Brooklyn Nets,2021,7280,19963,3427,3.05,2.24,0.21928077779079302,0.27691226426145016,0.1998360079653274,0.023778845027527234
1610612766,Charlotte Hornets,2021,7159,21944,3546,2.85,2.14,0.23562999619337646,0.2915873620098972,0.1832254790001269,0.017764243116355792
1610612741,Chicago Bulls,2021,7220,20953,3501,3.06,2.32,0.19362529802986572,0.28786547873007906,0.17166520266030869,0.05358263270171916
1610612739,Cleveland Cavaliers,2021,7107,21822,3248,3.04,2.17,0.2319422150882825,0.2391653290529695,0.15195291599785982,0.03651685393258427
1610612742,Dallas Mavericks,2021,7062,19790,3107,3.24,2.5,0.2549407114624506,0.2758152173913043,0.2278903162055336,0.0358201581027668
1610612743,Denver Nuggets,2021,7123,21261,3480,3.06,2.16,0.16393046837276679,0.2930951231289232,0.167189763399324,0.06651376146788991
1610612765,Detroit Pistons,2021,7132,20679,3293,3.17,2.4,0.23527879103699845,0.2700625325690464,0.13770192808754558,0.03751954142782699
1610612744,Golden State Warriors,2021,7412,22138,3568,2.73,2.07,0.2094784414315378,0.29107121045560036,0.18541590326126786,0.029070477586417492
1610612745,Houston Rockets,2021,7320,19949,3359,3.06,2.3,0.2343929528916124,0.2889059108898251,0.1415804927869271,0.02655432146048768
1610612754,Indiana Pacers,2021,7419,22148,3456,2.82,2.22,0.25463743676222594,0.24861479161647795,0.17790893760539628,0.028547337990845578
1610612746,LA Clippers,2021,7036,20232,3100,3.15,2.31,0.2028261664027287,0.3208673407235961,0.21171884516993544,0.053843342672676334
1610612747,Los Angeles Lakers,2021,7184,21844,3313,2.98,2.05,0.19703309243058198,0.2741219728667427,0.14796500570559148,0.07556738937492076
1610612763,Memphis Grizzlies,2021,7302,20094,3364,3.03,2.2,0.2507049160230477,0.25585386784356995,0.1708961628049528,0.03592006865269094
1610612748,Miami Heat,2021,7036,20534,3704,3.11,2.2,0.18622285053335047,0.3015036627682817,0.16527438632566507,0.031615473589512916
1610612749,Milwaukee Bucks,2021,7423,18347,3363,3.13,2.35,0.19447334952017575,0.2706671291478784,0.22048791767834433,0.050410452075384436
1610612750,Minnesota Timberwolves,2021,7389,21282,3547,2.97,2.19,0.22655766134027003,0.27622940666418927,0.14790040876997398,0.0379041248606466
1610612740,New Orleans Pelicans,2021,7303,20994,3347,2.96,2.17,0.2388801357411223,0.2363349896982184,0.15173918312931767,0.03829838807417283
1610612752,New York Knicks,2021,6994,19885,2839,3.29,2.49,0.25629379704126654,0.2723851544251233,0.20853880093433688,0.03166363872307293
1610612760,Oklahoma City Thunder,2021,7353,20600,3091,3.05,2.37,0.2841269841269841,0.2705026455026455,0.16507936507936508,0.02023809523809524
1610612753,Orlando Magic,2021,7158,19403,3146,3.29,2.48,0.23357371794871795,0.281517094017094,0.20058760683760685,0.04607371794871795
1610612755,Philadelphia 76ers,2021,7272,22173,3023,2.94,2.08,0.2286726961623075,0.26778293815692983,0.19066242972378392,0.08420923979467122
1610612756,Phoenix Suns,2021,7137,20461,3609,3.09,2.26,0.20987951807228916,0.29771084337349396,0.22433734939759037,0.045662650602409635
1610612757,Portland Trail Blazers,2021,7137,17609,2832,3.5,2.63,0.17583732057416268,0.23935406698564593,0.2856459330143541,0.044976076555023926
1610612758,Sacramento Kings,2021,7266,20123,3272,3.07,2.34,0.25754060324825984,0.248992550983026,0.19098791061179632,0.0327268286726096
1610612759,San Antonio Spurs,2021,7236,18895,3115,3.3,2.58,0.2784446111527882,0.24731182795698925,0.2115528882220555,0.026006501625406353
1610612761,Toronto Raptors,2021,7177,20981,3403,2.98,2.25,0.2175758332293097,0.29584321557857945,0.1790038696791911,0.019473224316564723
1610612762,Utah Jazz,2021,7193,20840,3232,2.99,2.31,0.24469100453352421,0.283703173466953,0.22178477690288714,0.01145311381531854
1610612764,Washington Wizards,2021,7585,19262,3353,3.05,2.37,0.21564658251964752,0.22945939509407,0.17075494165277447,0.043224577280304835
1610612737,Atlanta Hawks,2022,8099,21086,3576,3.3,2.43,0.21695386920689286,0.2476720539441293,0.23268757358450176,0.02986192871668629
1610612738,Boston Celtics,2022,8068,23410,3716,3.07,2.23,0.23004746660779335,0.2819295728005299,0.16767855171652502,0.03068771387570372
1610612751,Brooklyn Nets,2022,8177,21856,3640,3.19,2.35,0.20025923525599482,0.24810974292503782,0.23892849427522142,0.03294448044934111
1610612766,Charlotte Hornets,2022,8322,24423,4113,2.86,2.15,0.2479940087728683,0.28030384080453624,0.17181983524125388,0.013908205841446454
1610612741,Chicago Bulls,2022,8124,22103,3631,3.19,2.41,0.22618006993006992,0.2599431818181818,0.21995192307692307,0.03551136363636364
1610612739,Cleveland Cavaliers,2022,7964,24351,4000,3.11,2.2,0.19481841837311914,0.27073198325602443,0.15601312365652223,0.04310442357732775
1610612742,Dallas Mavericks,2022,7871,23237,3709,3.27,2.45,0.2511853691578234,0.2811018288552721,0.21122149469406187,0.03612553623842854
1610612743,Denver Nuggets,2022,8123,25476,4119,2.92,2.04,0.155252623607054,0.28865087092935193,0.14692199502326084,0.07010710808179163
1610612765,Detroit Pistons,2022,8141,24655,3838,2.95,2.18,0.24800188058298073,0.289727315467795,0.14292430653502586,0.032087447108603666
1610612744,Golden State Warriors,2022,8121,25134,4191,2.81,2.03,0.19109482567177438,0.29347101932045305,0.1867643793026871,0.02043082389518099
1610612745,Houston Rockets,2022,8323,22842,3746,3.17,2.37,0.22929865510725797,0.26019784372568633,0.14893853506724464,0.03278870734689341
1610612754,Indiana Pacers,2022,8166,25279,3889,2.89,2.2,0.24048140043763677,0.25962800875273523,0.1838074398249453,0.02385120350109409
1610612746,LA Clippers,2022,8121,22420,3554,3.18,2.26,0.19656857175320985,0.2895125553914328,0.22417907056016362,0.03624588114986933
1610612747,Los Angeles Lakers,2022,8360,23033,3817,3.12,2.25,0.19767188859878154,0.259029590948651,0.18091818973020019,0.050478677110530897
1610612763,Memphis Grizzlies,2022,8295,22212,3800,3.1,2.17,0.2618030335398419,0.2380901516769921,0.17368083742790003,0.02328562273018586
