TEAM_ID,TEAM_NAME,SEASON,GP,W,L,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,AST,TOV,PFD,PTS,OFF_RATING,PACE
1610612752,New York Knicks,2021,72,41,31,2839,6225,847,2163,1181,1506,696,1541,932,1286,7706,110.2,96.32
1610612760,Oklahoma City Thunder,2021,72,22,50,2795,6338,857,2529,1113,1536,715,1588,1162,1336,7560,102.8,101.61
1610612753,Orlando Magic,2021,72,21,51,2754,6423,784,2288,1196,1543,747,1571,924,1342,7488,104.6,99.17
1610612755,Philadelphia 76ers,2021,72,49,23,2981,6257,811,2169,1409,1836,722,1706,1040,1509,8182,112.5,100.12
1610612756,Phoenix Suns,2021,72,51,21,3118,6357,940,2490,1124,1347,630,1939,902,1294,8300,116.3,98
1610612757,Portland Trail Blazers,2021,72,42,30,2973,6558,1132,2939,1282,1558,766,1531,799,1374,8360,117.1,98.97
1610612758,Sacramento Kings,2021,72,31,41,3067,6382,874,2400,1181,1585,674,1836,963,1348,8189,112.7,100.71
1610612759,San Antonio Spurs,2021,72,33,39,3014,6518,716,2046,1254,1584,669,1759,821,1338,7998,110.5,99.45
1610612761,Toronto Raptors,2021,72,27,45,2859,6383,1041,2831,1252,1536,680,1735,952,1405,8011,111.6,99.57
1610612762,Utah Jazz,2021,72,52,20,2971,6344,1205,3098,1235,1546,765,1703,1023,1365,8382,116.5,99.37
1610612764,Washington Wizards,2021,72,34,38,3108,6547,733,2088,1449,1884,697,1835,1036,1586,8398,110.7,104.67
1610612737,Atlanta Hawks,2022,82,43,39,3401,7241,1056,2821,1485,1829,823,2017,972,1668,9343,115.4,98.67
1610612738,Boston Celtics,2022,82,51,31,3341,7167,1085,3044,1397,1713,863,2036,1118,1592,9164,113.6,97.26
1610612751,Brooklyn Nets,2022,82,44,38,3442,7251,940,2602,1434,1781,844,2071,1153,1616,9258,113.2,99.4
1610612766,Charlotte Hornets,2022,82,43,39,3508,7497,1143,3130,1298,1753,888,2302,1087,1609,9457,113.6,100.52
1610612741,Chicago Bulls,2022,82,46,36,3422,7127,872,2364,1436,1766,711,1958,1053,1489,9152,112.7,98.76
1610612739,Cleveland Cavaliers,2022,82,44,38,3255,6940,953,2686,1376,1810,837,2064,1181,1638,8839,111,96.83
1610612742,Dallas Mavericks,2022,82,52,30,3222,6982,1073,3063,1341,1739,759,1918,1025,1645,8858,112.5,95.64
1610612743,Denver Nuggets,2022,82,48,34,3416,7079,1039,2944,1372,1725,752,2279,1189,1632,9243,113.8,98.41
1610612765,Detroit Pistons,2022,82,23,59,3129,7267,925,2838,1413,1806,900,1924,1163,1625,8596,105.6,98.81
1610612744,Golden State Warriors,2022,82,53,29,3323,7087,1176,3231,1280,1665,800,2223,1221,1474,9102,112.1,98.74
1610612745,Houston Rockets,2022,82,20,62,3229,7083,1105,3170,1434,2010,786,1932,1351,1812,8997,108.1,101.16
1610612754,Indiana Pacers,2022,82,25,57,3398,7338,997,2899,1347,1754,925,2081,1183,1575,9140,111.9,98.55
1610612746,LA Clippers,2022,82,42,40,3285,7170,1047,2802,1273,1606,747,1969,1126,1515,8890,109.5,98.51
1610612747,Los Angeles Lakers,2022,82,33,49,3415,7279,982,2826,1380,1884,782,1968,1191,1647,9192,110,100.47
1610612763,Memphis Grizzlies,2022,82,56,26,3571,7739,945,2679,1393,1898,1159,2131,1082,1625,9480,114.3,100.52
1610612748,Miami Heat,2022,82,53,29,3246,6954,1114,2936,1416,1753,807,2090,1194,1686,9022,113,96.53
1610612749,Milwaukee Bucks,2022,82,51,31,3429,7331,1153,3151,1459,1881,840,1960,1100,1612,9470,114.3,100.59
1610612750,Minnesota Timberwolves,2022,82,46,36,3411,7458,1211,3386,1474,1894,921,2106,1175,1715,9507,113.8,101.47
1610612740,New Orleans Pelicans,2022,82,36,46,3294,7212,873,2629,1501,1903,981,2047,1153,1681,8962,111.2,98.02
1610612752,New York Knicks,2022,82,37,45,3088,7069,1082,3029,1473,1980,941,1793,1087,1671,8731,109.7,96.42
1610612760,Oklahoma City Thunder,2022,82,24,58,3141,7310,991,3066,1233,1632,854,1822,1145,1462,8506,103.8,99.39
1610612753,Orlando Magic,2022,82,22,60,3139,7240,999,3022,1270,1614,746,1947,1188,1501,8547,103.9,99.71
1610612755,Philadelphia 76ers,2022,82,51,31,3230,6932,950,2608,1605,1955,700,1945,1027,1594,9015,113,96.71
1610612756,Phoenix Suns,2022,82,64,18,3581,7389,951,2616,1303,1635,801,2244,1060,1553,9416,114.2,100.26
1610612757,Portland Trail Blazers,2022,82,27,55,3161,7144,1043,3017,1346,1771,854,1880,1187,1589,8711,107.3,98.74
1610612758,Sacramento Kings,2022,82,30,52,3321,7223,937,2722,1466,1908,784,1943,1156,1665,9045,109.6,100.1
1610612759,San Antonio Spurs,2022,82,34,48,3546,7601,925,2626,1262,1673,901,2289,1043,1553,9279,111.9,100.51
1610612761,Toronto Raptors,2022,82,48,34,3332,7489,979,2808,1327,1749,1095,1809,1021,1563,8970,112.1,96.63
1610612762,Utah Jazz,2022,82,49,33,3327,7067,1192,3308,1470,1916,884,1836,1148,1664,9316,116.2,97.5
1610612764,Washington Wizards,2022,82,35,47,3327,7056,860,2512,1393,1778,737,2052,1077,1634,8907,110.2,97.8
1610612737,Atlanta Hawks,2023,82,41,41,3658,7574,882,2505,1513,1850,920,2049,1060,1612,9711,115.5,101.56
1610612738,Boston Celtics,2023,82,57,25,3460,7278,1315,3492,1436,1769,796,2186,1095,1568,9671,117.3,99.15
1610612751,Brooklyn Nets,2023,82,45,37,3399,6978,1048,2771,1449,1811,674,2093,1127,1517,9295,114.6,98.77
1610612766,Charlotte Hornets,2023,82,27,55,3385,7413,881,2669,1447,1932,901,2062,1164,1667,9098,108.4,101.47
1610612741,Chicago Bulls,2023,82,40,42,3488,7116,854,2367,1446,1788,694,2006,1097,1537,9276,112.8,99.18
1610612739,Cleveland Cavaliers,2023,82,51,31,3408,6984,950,2589,1439,1844,795,2045,1094,1675,9205,115.5,96.27
1610612742,Dallas Mavericks,2023,82,38,44,3283,6909,1246,3362,1554,2057,625,1880,1002,1789,9366,115.9,97.21
1610612743,Denver Nuggets,2023,82,53,29,3574,7088,969,2559,1378,1834,828,2368,1192,1601,9495,116.8,98.74
1610612765,Detroit Pistons,2023,82,17,65,3244,7140,934,2659,1623,2106,916,1884,1237,1718,9045,109.9,99.88
1610612744,Golden State Warriors,2023,82,44,38,3538,7393,1363,3540,1314,1655,864,2446,1336,1510,9753,115.1,102.54
