TEAM_ID,TEAM_NAME,SEASON,GP,W,L,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,AST,TOV,PFD,PTS,OFF_RATING,PACE
1610612745,Houston Rockets,2023,82,22,60,3329,7287,856,2619,1567,2078,1100,1835,1332,1692,9081,110.5,99.74
1610612754,Indiana Pacers,2023,82,35,47,3444,7345,1112,3030,1535,1944,832,2213,1224,1660,9535,113.8,101.68
1610612746,LA Clippers,2023,82,44,38,3370,7060,1041,2734,1533,1962,803,1959,1167,1606,9314,114,98.84
1610612747,Los Angeles Lakers,2023,82,43,39,3516,7298,885,2558,1691,2182,818,2072,1154,1760,9608,113.9,101.92
1610612763,Memphis Grizzlies,2023,82,51,31,3585,7551,985,2807,1432,1954,988,2135,1116,1644,9587,114.7,101.5
1610612748,Miami Heat,2023,82,44,38,3215,6991,980,2852,1567,1885,796,1955,1106,1643,8977,112.3,96.76
1610612749,Milwaukee Bucks,2023,82,58,24,3504,7411,1217,3306,1364,1837,914,2115,1199,1557,9589,114.3,101.45
1610612750,Minnesota Timberwolves,2023,82,42,40,3515,7167,997,2731,1467,1942,749,2145,1258,1654,9494,113.3,101.55
1610612740,New Orleans Pelicans,2023,82,42,40,3447,7180,899,2468,1585,2000,866,2122,1196,1673,9378,113.8,99.58
1610612752,New York Knicks,2023,82,47,35,3444,7328,1037,2930,1589,2087,1031,1880,1065,1694,9514,117,97.75
1610612760,Oklahoma City Thunder,2023,82,40,42,3533,7590,995,2797,1572,1944,934,2002,1070,1675,9633,114.2,101.94
1610612753,Orlando Magic,2023,82,34,48,3323,7074,883,2551,1607,2050,833,1906,1236,1681,9136,111.3,99.66
1610612755,Philadelphia 76ers,2023,82,54,28,3347,6870,1035,2675,1719,2058,715,2063,1121,1607,9448,117,97.44
1610612756,Phoenix Suns,2023,82,45,37,3453,7388,1001,2674,1412,1781,971,2235,1110,1629,9319,114.5,98.83
1610612757,Portland Trail Blazers,2023,82,33,49,3317,7001,1056,2893,1609,2021,774,1981,1185,1679,9299,114,99.25
1610612758,Sacramento Kings,2023,82,48,34,3573,7232,1128,3060,1624,2055,782,2237,1106,1711,9898,118.6,100.99
1610612759,San Antonio Spurs,2023,82,22,60,3533,7593,911,2640,1292,1739,965,2232,1253,1516,9269,109.7,102.07
1610612761,Toronto Raptors,2023,82,41,41,3434,7489,880,2626,1506,1922,1043,1961,956,1604,9254,114.6,97.85
1610612762,Utah Jazz,2023,82,37,45,3485,7365,1094,3099,1536,1955,968,2129,1259,1678,9600,115.3,101.02
1610612764,Washington Wizards,2023,82,35,47,3456,7127,925,2601,1442,1838,774,2083,1158,1590,9279,113.7,99.16
